title,genre,release_date,popularity,vote_average,vote_count,runtime,original_language
Alien Nation: The Udara Legacy,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1997,0.32,5.9,8,90.0,en
Alien Predators,drama horror science,1985,0.68,4.9,8,90.0,en
The Children of Noisy Village,family,1986,3.02,6.2,12,90.0,sv
The Bride from Hades,horror,1968,0.08,10.0,1,89.0,ja
Bad Grandpa .5,comedy,2014,9.91,5.8,90,76.0,en
Barnacle Bill,comedy drama,1941,0.12,0.0,0,90.0,en
Celine: Through the Eyes of the World,documentary music,2010,0.12,4.8,3,120.0,en
Challenge to Lassie,action adventure drama family,1949,1.02,4.0,4,76.0,en
Plastic,action comedy crime drama,2014,7.81,6.1,86,102.0,en
Love Is Strange,drama,2014,6.16,6.4,111,98.0,en
All the World's Memory,documentary,1956,0.7,6.4,5,21.0,fr
Antoine and Colette,drama,1962,1.67,7.1,22,29.0,fr
The Salvation,drama western,2014,8.25,6.2,285,100.0,da
The Mine,adventure horror mystery thriller,2013,1.73,3.7,12,95.0,en
Charlie Chan in Honolulu,comedy crime drama mystery thriller,1938,0.61,6.9,5,67.0,en
(A)Sexual,documentary,2011,0.31,5.7,6,75.0,en
The Donkey's Hide,fantasy foreign science,1982,0.05,7.0,1,79.0,ru
Sleeping Beauty,adventure fantasy,2014,3.85,4.7,28,89.0,en
Charlie Chan in Panama,comedy crime drama mystery thriller,1940,0.38,6.8,7,66.0,en
Charlie Chan in Paris,comedy crime drama mystery thriller,1935,0.55,6.8,6,72.0,en
Charlie Chan in Reno,mystery thriller,1939,1.03,6.3,4,70.0,en
Miss and the Doctors,comedy drama,2013,1.22,5.0,15,100.0,fr
The Black Sleep,horror science,1956,1.11,6.4,11,82.0,en
Left Behind,action science thriller,2014,11.52,3.7,396,110.0,en
Presentation: or Charlotte and Her Steak,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1960,0.12,5.5,2,12.0,en
Tour de Force,comedy drama,2014,1.61,7.5,31,95.0,de
Harmontown,documentary,2014,2.81,6.9,37,95.0,en
You Killed Me First,drama horror,1985,0.55,5.9,4,11.0,en
Blackbird,drama,2012,1.02,6.4,18,103.0,en
The Mummy's Shroud,horror,1967,2.45,5.0,10,90.0,en
The Chorus,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1982,0.11,4.5,3,17.0,en
Archangel,crime drama mystery thriller,2005,2.46,5.2,16,133.0,en
Love: Rosie,comedy romance,2014,14.57,7.7,1660,102.0,en
Winterhawk,western,1975,1.21,8.5,2,98.0,en
Mad Monster Party?,comedy family horror,1967,2.15,6.1,15,95.0,en
The Cat Came Back,animation comedy music,1988,0.01,6.4,14,7.0,en
A Cube of Sugar,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,2012,0.16,7.3,4,116.0,fa
Heart Beat,drama,1980,1.77,7.5,2,110.0,en
A Fistful of Fingers,comedy western,1995,0.72,5.9,6,78.0,en
The White Reindeer,drama fantasy horror,1952,0.39,6.5,11,74.0,fi
The Proud Valley,drama,1940,0.69,6.2,3,76.0,en
Bound by Flesh,documentary,2012,0.79,6.0,2,95.0,en
Serial Killer Culture,crime documentary history,2014,0.3,5.0,7,110.0,en
Charlie Chan's Secret,crime drama mystery thriller,1936,0.63,7.4,8,72.0,en
The Last Dive,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1992,0.2,7.5,2,88.0,pt
Cambridge Spies,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,2003,0.4,7.0,3,235.0,en
Calm at Sea,drama history war,2012,1.49,4.1,8,90.0,fr
Young Goethe in Love,drama romance,2010,2.98,5.7,21,100.0,de
30 Nights of Paranormal Activity With the Devil Inside the Girl With the Dragon Tattoo,comedy,2013,1.86,2.9,28,80.0,en
The Marine 2,action adventure drama thriller,2009,8.14,4.7,46,95.0,en
LEGO Hero Factory: Rise of the Rookies,action animation family,2010,1.43,0.0,0,88.0,en
Tom Sawyer,adventure animation family,2000,0.3,6.2,3,89.0,en
King Solomon's Mines,action adventure,2004,2.53,5.2,21,173.0,en
An American Tail: The Mystery of the Night Monster,adventure animation family fantasy mystery science,1999,5.83,5.8,30,78.0,en
Kung Fu Dunk,action adventure comedy,2008,8.41,5.0,50,100.0,en
Kumiko: the Treasure Hunter,drama,2015,4.58,6.4,104,105.0,en
The Great Match,comedy,2006,0.15,7.3,3,88.0,es
Starship Invasions,science,1977,0.79,2.3,4,89.0,en
History of the Eagles,documentary music,2013,1.74,7.5,19,186.0,en
Paradise: Love,drama,2012,4.65,6.7,53,120.0,de
Everything Will Be Fine,drama thriller,2010,1.14,6.3,7,90.0,da
Rage,drama,1972,0.63,6.4,7,100.0,en
Chasing Madoff,documentary,2010,0.35,5.5,4,91.0,en
Chatterbox,comedy,1936,0.76,5.0,1,68.0,en
Checking Out,comedy,2006,0.27,6.5,4,94.0,en
Children of the Corn: Genesis,horror thriller,2011,2.11,4.0,30,95.0,en
Christine,drama history,1958,0.63,6.3,6,100.0,fr
Here and Elsewhere,documentary,1976,0.48,5.7,5,53.0,fr
Keep Your Right Up,comedy drama,1987,0.42,5.3,4,82.0,fr
A Night in the Show,comedy,1915,2.72,6.2,13,25.0,en
Lettera Amorosa,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1995,0.14,7.0,1,5.0,en
Coming Soon,comedy romance,1999,1.57,5.6,5,96.0,en
Concrete Blondes,action comedy crime,2013,1.14,5.1,13,92.0,en
Coney Island,comedy,1943,0.0,0.0,0,96.0,en
Olive Kitteridge,drama,2014,6.03,7.6,66,233.0,en
Electronic Labyrinth THX 1138 4EB,science,1967,0.73,6.4,17,15.0,en
Foxcatcher,drama thriller,2014,8.1,6.5,965,134.0,en
Baby Needs a New Pair of Shoes,action crime thriller,1974,0.12,6.3,3,86.0,en
Illusion of Blood,horror,1965,0.4,7.0,3,76.0,ja
Romance in Manhattan,comedy drama romance,1935,0.12,3.3,2,73.0,en
Thirty Day Princess,comedy romance,1934,0.47,5.8,5,74.0,en
Two-Faced Woman,comedy,1941,0.52,6.3,6,90.0,en
Blind Alley,crime,1939,0.74,5.5,4,69.0,en
Zulu,crime drama thriller,2013,6.83,6.7,176,110.0,en
Cool Dog,family,2011,1.59,4.6,8,88.0,en
Cowgirls n' Angels,drama family,2012,2.49,5.3,15,92.0,en
Crash Dive,action thriller,1997,0.9,3.9,5,87.0,en
Crazy,drama music romance,2008,1.51,6.7,3,106.0,en
Crime and Punishment,crime drama,1983,1.47,5.9,19,93.0,fi
Cutaway,action thriller,2000,5.21,4.5,10,104.0,fr
Sniper: Legacy,action thriller,2014,3.54,5.5,45,94.0,en
Catch Hell,drama thriller,2014,7.12,5.3,34,98.0,en
Pentimento,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1979,0.2,7.4,5,78.0,en
Crime in the Streets,crime,1956,0.63,6.3,3,91.0,en
Crush,thriller,2013,6.64,5.8,87,94.0,en
Curandero,horror,2005,1.09,3.9,7,92.0,en
The Third Half,drama romance,2012,2.23,5.5,13,113.0,mk
A Star Athlete,comedy drama,1937,0.0,0.0,0,64.0,en
Tangerines,drama war,2013,4.49,7.4,83,87.0,et
An Apology to Elephants,documentary,2013,0.61,10.0,1,40.0,en
Ecstasy in Entropy,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1999,0.27,3.5,2,17.0,en
Air Raid Wardens,comedy family,1943,0.42,7.3,4,67.0,en
The Returned,drama horror thriller,2013,4.76,6.2,86,98.0,en
The True Story of Puss 'n Boots,adventure animation family,2009,0.95,3.8,7,82.0,fr
The Broken Jug,comedy,1937,0.66,8.0,2,86.0,de
Mohawk,action western,1956,1.82,6.3,3,79.0,en
Soldier of Fortune,action adventure drama romance,1955,0.08,5.3,2,96.0,en
The Dark Past,crime drama thriller,1948,0.51,5.4,6,75.0,en
The Sweet Ride,drama,1968,0.5,5.0,2,110.0,en
L'inferno,adventure drama fantasy,1911,0.8,5.8,19,68.0,it
Death In Love,drama romance war,2008,0.86,5.0,4,97.0,en
Double: Double: Toil and Trouble,family,1993,1.6,6.0,25,96.0,en
The Emperor of California,drama western,1936,1.23,0.0,0,97.0,de
Advanced Style,documentary,2014,0.88,7.1,10,75.0,en
Day of Wrath,action adventure crime drama mystery thriller,2006,0.3,3.8,6,109.0,en
Prime Evil,horror,1988,0.06,4.6,4,83.0,en
Dead of the Nite,horror,2013,0.59,2.3,7,0.0,en
7eventy 5ive,horror thriller,2007,2.37,4.8,18,100.0,en
Deadfall,action crime drama,1968,1.7,5.2,6,120.0,en
Deja Vu,drama,1985,0.43,5.0,1,94.0,en
Curse of the Fly,horror science,1965,1.17,5.1,13,86.0,en
The Devil-Ship Pirates,action adventure thriller,1964,0.87,6.0,3,86.0,en
Witchcraft,horror,1964,0.71,6.9,7,79.0,en
Jackboots on Whitehall,animation comedy war,2010,6.36,5.5,11,87.0,en
Likainen pommi,comedy,2011,0.29,5.8,3,83.0,fi
Jules Verne's Rocket to the Moon,comedy,1967,0.82,6.1,8,95.0,en
Give 'em Hell: Malone,action crime mystery thriller,2009,3.87,5.9,30,96.0,en
A Good Marriage,thriller,2014,9.31,5.1,119,103.0,en
The Gilded Cage,comedy,2013,4.62,6.8,118,90.0,fr
Darfur,action drama thriller,2009,0.93,6.1,10,98.0,en
Head Over Heels,animation comedy family romance,2012,2.57,7.0,20,10.0,en
My Gun Is Quick,crime drama thriller,1957,0.11,5.3,2,90.0,en
Thesis on a Homicide,crime mystery thriller,2013,3.76,6.1,52,102.0,es
Magic Camp,documentary family,2012,0.55,7.0,3,85.0,en
The Reunion,drama,2013,1.74,6.3,17,88.0,sv
Katatsumori,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1994,0.08,7.0,1,39.0,en
Ski School,comedy,1990,1.57,4.4,15,95.0,en
Sun on the Horizon,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1996,0.0,0.0,0,45.0,ja
Paths of Hate,action animation,2011,0.48,5.7,5,10.0,en
Ski Patrol,comedy,1990,2.35,4.8,14,91.0,en
Imago mortis,horror,2009,0.74,4.9,11,0.0,en
The Longest Week,comedy drama,2014,5.68,5.0,116,86.0,en
The Yes Men Are Revolting,documentary,2014,0.6,6.9,7,90.0,en
The Damned,horror mystery thriller,2013,7.31,5.0,84,87.0,en
Too Many Cooks,comedy,2014,1.27,8.5,24,11.0,en
Border Café,drama foreign,2005,0.11,5.0,2,105.0,fa
Liar's Dice,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,2014,0.18,6.0,1,104.0,en
BFFs,comedy,2014,0.45,6.5,1,90.0,en
Amira & Sam,comedy drama romance,2014,7.18,6.1,28,90.0,en
Love Sick Love,thriller,2012,0.05,4.7,9,83.0,en
Double Tide,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,2009,0.06,10.0,1,99.0,en
Deranged,horror,2012,0.7,4.1,7,78.0,en
Aashiqui 2,drama romance,2013,2.83,6.8,41,132.0,hi
ABCs of Death 2,horror,2014,8.25,5.5,89,125.0,en
The Last Word,drama romance,2008,10.34,6.4,16,90.0,en
Take the Trash,comedy,2008,2.13,6.9,12,80.0,da
Miserere,thriller,2013,2.24,6.2,20,106.0,fr
Queens of the Ring,comedy,2013,1.49,5.6,17,97.0,fr
Red Mist,horror thriller,2008,9.25,4.8,22,98.0,en
Farm House,horror mystery thriller,2008,2.06,4.9,25,92.0,en
A Kind of America 2,comedy,2008,0.71,7.2,6,110.0,hu
Fast Track: No Limits,action thriller,2008,1.37,5.0,12,96.0,en
20th Century Boys - Chapter 1: Beginning of the End,adventure mystery science,2008,1.89,6.7,21,142.0,ja
If You Are the One,comedy drama romance,2008,3.21,6.5,22,130.0,zh
V/H/S: Viral,horror thriller,2014,8.92,4.5,164,81.0,en
April Story,romance,1998,0.98,7.1,14,67.0,ja
Destroyer,adventure drama war,1943,0.52,7.4,4,99.0,en
Mr Hockey The Gordie Howe Story,drama,2013,0.62,6.0,1,88.0,en
When Marnie Was There,animation drama,2014,9.34,7.8,345,103.0,ja
Kiki's Delivery Service,fantasy,2014,3.21,5.8,13,108.0,ja
Treasure of the Four Crowns,adventure,1983,1.0,4.1,4,97.0,es
Pressed,crime thriller,2011,1.58,4.9,9,105.0,en
Merry-Go-Round,drama romance,1923,0.7,6.0,3,110.0,en
Fatty and Mabel Adrift,comedy,1916,0.31,6.0,1,34.0,en
Alien Nation: Millennium,science,1996,1.79,5.5,8,90.0,en
The Pig,drama family,2013,0.73,6.0,4,105.0,mr
Crackers,action comedy crime,1984,0.77,5.2,13,98.0,en
Dzhamilya,drama romance war,1969,0.15,5.5,2,83.0,ru
Citizenfour,documentary,2014,6.58,7.9,516,114.0,en
1½ Knights - In Search of the Ravishing Princess Herzelinde,adventure comedy,2008,6.87,4.5,45,116.0,de
Divorce,drama,1945,0.47,4.0,1,71.0,en
Don't Answer the Phone!,horror thriller,1980,1.24,4.4,10,94.0,en
Dr. Dolittle: Million Dollar Mutts,comedy family fantasy,2009,1.88,5.5,12,90.0,en
DragonHeart: A New Beginning,action adventure comedy fantasy,2000,8.32,5.5,70,84.0,en
Drop Dead Sexy,comedy crime,2005,5.96,4.5,15,83.0,en
Drunken Master III,action foreign thriller,1994,0.45,5.0,3,91.0,cn
Easy to Love,comedy music romance,1953,0.33,6.0,1,96.0,en
Air Crew,drama thriller,1979,1.41,5.8,8,144.0,ru
Elvis Meets Nixon,comedy drama,1997,0.72,6.6,4,95.0,en
Let No Man Write My Epitaph,drama,1960,0.47,10.0,1,105.0,en
Murder on the Orient Express,crime drama thriller,2001,0.49,5.9,5,100.0,en
Nutcracker: The Motion Picture,family fantasy music,1986,0.33,6.0,4,89.0,en
So Much Water,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,2013,0.3,7.8,4,102.0,es
The Fake,animation drama,2013,1.6,6.7,10,101.0,ko
This Is the Night,comedy romance,1932,0.11,3.7,3,80.0,en
T:O:U:C:H:I:N:G,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1969,0.18,7.2,5,12.0,en
Ragamuffin,drama,2014,0.5,7.2,5,137.0,en
Bastards,documentary,2014,0.12,5.0,1,83.0,en
Just a Sigh,drama romance,2013,0.77,6.6,10,104.0,en
The Rabbi's Cat,animation comedy,2011,2.94,6.7,51,100.0,fr
Altman,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,2014,3.03,6.4,10,95.0,en
Still Alice,drama,2014,8.82,7.5,1126,99.0,en
Kink,documentary,2013,2.04,5.5,17,80.0,en
Beautiful Girl,drama,2014,0.71,3.2,3,90.0,en
Dirigible,adventure drama war,1931,0.08,0.0,1,100.0,en
My Brother Tom,drama,2001,1.04,7.3,9,111.0,en
The Kiss,romance,1900,0.24,4.5,7,1.0,en
Scooby-Doo! Frankencreepy,animation family mystery,2014,4.93,6.7,13,74.0,en
Hey Bartender,documentary,2013,0.53,5.3,4,92.0,en
Anne of the Indies,action adventure drama,1951,0.59,7.1,6,81.0,en
The Sword and the Rose,drama,1953,0.44,7.0,1,92.0,en
The Living Idol,adventure drama,1957,0.22,0.0,0,100.0,en
Upstairs and Downstairs,comedy,1959,0.98,6.0,3,101.0,en
Adventures of a Dentist,comedy,1965,0.14,7.0,4,82.0,en
Eagle's Wing,drama western,1979,0.53,5.0,5,111.0,en
State of Emergency,science thriller,2011,1.33,4.4,28,90.0,pt
Courier,comedy drama romance,1986,0.11,8.1,15,88.0,ru
The Green Prince,documentary,2014,1.1,7.4,19,99.0,en
Castles in the Sky,drama history,2014,1.68,5.8,7,90.0,en
Mahoney's Last Stand,comedy drama,1972,0.26,5.3,2,109.0,en
The Kick,action comedy,2011,1.78,5.1,10,94.0,ko
Hellbenders,comedy horror thriller,2013,5.28,5.5,23,87.0,en
Shadowzone,horror science,1990,1.18,4.4,7,88.0,en
Eat,documentary,1963,0.15,5.7,3,45.0,en
Jonathan Rosenbaum: Present,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,2013,0.02,0.0,0,13.0,en
A Justified Life: Sam Peckinpah and the High Country,documentary,2006,0.0,0.0,0,23.0,en
Home Alone: The Holiday Heist,comedy crime family,2012,4.79,5.3,54,87.0,en
Hard to Be a God,drama science,2013,5.92,6.7,41,170.0,ru
Mortuary,horror mystery thriller,2005,8.26,4.0,25,94.0,en
Spontaneous Combustion,drama horror science thriller,1990,1.25,4.6,17,97.0,en
In the Shadow of the Machine,documentary,1928,0.13,7.0,2,22.0,de
Village People,comedy,2013,0.37,4.3,2,85.0,fi
A Gorgeous Girl Like Me,comedy crime drama,1972,0.33,7.2,8,98.0,fr
Sallah,comedy,1964,0.73,7.4,4,110.0,he
Mei and the Kittenbus,adventure animation fantasy,2002,2.15,7.3,17,13.0,ja
The Bloodstained Shadow,horror mystery thriller,1978,0.69,7.3,3,109.0,it
Six Swedish Girls at a Pump,comedy,1980,0.88,3.7,3,85.0,de
The Mad Dog Killer,action crime foreign thriller,1977,0.83,6.2,7,91.0,it
The Night Evelyn Came out of the Grave,horror mystery,1971,0.8,6.4,12,103.0,it
Black Emmanuelle: White Emmanuelle,drama,1976,1.72,4.0,4,94.0,it
Savage Three,action crime,1975,0.69,0.0,0,84.0,it
The Mule,comedy crime,2014,5.48,6.2,56,103.0,en
Shy People,drama,1987,0.63,6.0,4,118.0,en
Hen Hop,animation,1942,0.24,6.2,5,4.0,en
The Face of Love,drama romance,2013,3.0,5.9,43,92.0,en
In the Folds of the Flesh,drama horror thriller,1970,0.98,6.6,4,88.0,it
Black Sea,adventure,2014,9.99,6.2,410,115.0,en
The Red Queen Kills Seven Times,horror mystery thriller,1972,1.01,7.5,13,100.0,it
Man Without a Memory,action crime drama foreign horror thriller,1974,0.0,5.9,6,92.0,it
Death Occurred Last Night,mystery thriller,1970,0.67,6.0,2,93.0,it
The Return of Ringo,action drama romance western,1965,0.81,7.2,10,95.0,it
Action Jackson,action comedy drama romance thriller,2014,0.91,3.6,8,144.0,hi
The Widow From Chicago,crime drama romance,1930,0.83,3.3,3,64.0,en
The Baby Maker,drama,1970,0.02,0.0,0,109.0,en
Fat Pizza,comedy,2003,0.99,5.7,10,96.0,en
Comin' at Ya!,western,1981,0.24,4.6,4,91.0,en
Holy Flying Circus,comedy drama tv,2011,1.3,5.9,11,89.0,en
Zombie Reanimation,horror,2009,0.06,2.0,1,86.0,en
Made in Jamaica,documentary music,2006,0.04,6.0,1,0.0,fr
McLibel,documentary foreign,2005,0.8,7.8,4,85.0,en
The Appointments Of Dennis Jennings,comedy,1988,0.08,7.0,1,29.0,en
The Touch of Her Flesh,horror thriller,1967,0.37,3.5,3,78.0,en
Love Camp 7,horror thriller war,1969,1.21,4.4,8,96.0,en
Dave Chappelle: For What it's Worth,comedy,2004,1.93,8.2,23,58.0,en
Ellen DeGeneres: The Beginning,comedy,2000,0.17,4.7,3,66.0,en
Wild,drama,2014,11.21,7.0,961,115.0,en
Mail Early for Xmas,animation,1959,0.08,4.5,2,2.0,en
A Phantasy,animation fantasy,1952,0.28,6.6,5,8.0,en
New York Lightboard Record,animation documentary,1961,0.0,0.0,0,9.0,en
Straight on Till Morning,mystery thriller,1972,0.47,6.5,3,96.0,en
Big Eyes,drama,2014,7.41,6.8,1236,105.0,en
Squadra antifurto,action comedy,1976,0.22,7.2,3,101.0,it
Assassination on the Tiber,action comedy crime,1979,1.02,6.5,5,98.0,it
Delitto a Porta Romana,comedy,1980,0.03,6.6,6,,it
Delitto al Blue Gay,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1984,0.11,4.7,5,0.0,it
Rimini: Rimini: A Year Later,comedy,1988,0.41,3.7,3,110.0,en
Holidaze,drama family romance,2013,2.21,4.9,16,88.0,en
Night Watch,horror mystery thriller,1973,1.21,6.2,9,99.0,en
Bill Burr: You People Are All The Same,comedy,2012,1.66,7.9,22,68.0,en
Special ID,action crime drama,2013,4.1,5.1,45,98.0,cn
Katt Williams: The Pimp Chronicles Pt. 1,comedy,2006,0.95,6.4,10,46.0,en
Sorority Wars,comedy drama family tv,2009,11.08,6.0,70,95.0,en
Bad Karma,horror,1991,0.0,0.0,0,36.0,en
Fear Island,horror mystery thriller,2009,2.19,5.1,29,95.0,en
Heartbeat,comedy,1938,0.14,4.8,2,160.0,fr
How Hitler Lost the War,documentary,1989,0.0,0.0,0,67.0,en
Presidentintekijät,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,2014,0.01,0.0,0,,fi
Behaving Badly,comedy,2014,6.01,4.9,198,92.0,en
Professor Beware,comedy,1938,0.1,5.5,1,95.0,en
Yonkers Joe,drama,2008,1.84,4.0,5,101.0,en
Total Western,action foreign thriller,2000,0.24,5.9,6,105.0,en
Quatsch und die Nasenbärbande,family,2014,0.07,5.0,1,0.0,de
Carry On Constable,comedy,1960,4.12,6.4,18,86.0,en
The Arrival of Joachim Stiller,mystery,1976,0.01,7.5,2,120.0,nl
Dangerously Close,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1986,0.0,4.8,3,95.0,en
Escape from Crime,crime,1942,0.01,0.0,0,51.0,en
Escape in the Fog,mystery thriller,1945,0.53,3.0,5,65.0,en
Esther and the King,drama,1960,1.81,5.5,2,109.0,en
Nick Offerman: American Ham,comedy documentary,2014,1.23,6.8,15,78.0,en
Lemon Tree Passage,horror mystery thriller,2014,2.25,4.4,35,84.0,en
A Nest of Gentry,romance,1969,0.76,5.5,2,111.0,ru
Heatstroke,thriller,2013,5.71,5.2,35,92.0,en
Myn Bala: Warriors of the Steppe,action adventure drama,2012,2.27,6.6,5,133.0,ru
Alice in Murderland,horror thriller,2010,0.68,2.2,5,90.0,en
Chasing Christmas,comedy family,2005,1.05,5.0,6,81.0,en
Woman of Antwerp,drama,1948,0.37,6.0,1,95.0,fr
Love Without Pity,comedy romance,1989,0.0,8.0,2,84.0,en
Exit Smiling,comedy,1926,0.2,8.5,2,77.0,en
Filthy Gorgeous: The Bob Guccione Story,documentary,2013,1.08,5.8,5,96.0,en
Family Way,comedy romance,2012,1.51,6.4,24,132.0,nl
Crazy for Christmas,drama romance,2005,0.7,5.0,3,90.0,en
Gambling City,action crime drama thriller,1975,0.0,0.0,0,101.0,it
The Great Alligator,horror,1979,0.48,2.7,3,89.0,it
Sharpe's Battle,action adventure history war,1995,1.58,7.0,11,100.0,en
Three the Hard Way,action,1974,0.47,6.6,7,89.0,en
Silent Night: Deadly Night 5: The Toy Maker,horror science,1991,1.24,5.1,11,90.0,en
First a Girl,comedy,1935,0.42,6.5,5,94.0,en
Boy Upside Down,comedy drama,2014,0.02,7.0,1,94.0,fi
The Devil's Widow,horror thriller,1970,0.91,6.0,1,106.0,en
Mirage Men,documentary,2013,0.69,5.0,3,85.0,en
Finders Keepers,horror mystery thriller,2014,2.81,4.6,60,85.0,en
Foodfight!,action animation comedy family,2012,6.69,2.3,28,87.0,en
Forget Me Not,drama romance,2011,1.73,5.5,9,93.0,en
Four Jills in a Jeep,comedy music,1944,0.2,7.0,1,89.0,en
Francis of Assisi,drama history,1961,0.79,6.2,6,105.0,en
Frank & Jesse,action adventure drama western,1995,0.98,6.7,3,105.0,en
Eye for an Eye,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1966,0.12,5.0,1,20.0,pt
Drishyam,crime thriller,2013,1.91,8.1,23,160.0,ml
That Man Bolt,action drama,1973,0.05,5.8,2,103.0,en
Island of Terror,horror science,1966,2.5,5.5,27,89.0,en
Foreign Exchange,comedy,2008,1.7,3.7,6,85.0,en
FrackNation,documentary,2013,0.38,6.3,7,77.0,en
Free and Easy,comedy music,1930,0.98,4.3,3,92.0,en
Friday Foster,action thriller,1975,1.05,5.8,13,90.0,en
Garfield Gets Real,animation comedy family,2007,3.19,5.3,27,75.0,en
George Lopez: America's Mexican,comedy,2007,0.53,10.0,1,65.0,en
George Lopez: It's Not Me: It's You,comedy,2012,0.81,6.3,2,56.0,en
Geronimo,history western,1962,0.4,4.1,6,101.0,fr
Get Yourself a College Girl,comedy music,1964,0.0,0.0,0,87.0,en
Ghost Team One,comedy horror,2013,6.14,4.9,22,107.0,en
Lille Fridolf Och Jag,comedy,1956,0.11,6.0,2,0.0,sv
The Call of the Wild,action adventure drama family,1972,1.02,6.8,11,100.0,en
Girls Gone Dead,comedy horror,2012,2.18,3.5,14,104.0,en
Gold Diggers in Paris,comedy music romance,1938,0.72,5.0,1,97.0,en
Harvest,drama,2011,0.97,5.0,2,103.0,en
Zenobia,comedy,1939,0.4,2.5,2,73.0,en
In Vogue: The Editor's Eye,documentary,2012,1.1,7.3,6,90.0,en
The Fool,drama,2014,2.38,8.1,36,116.0,ru
Tru Confessions,drama family,2002,0.57,5.7,10,112.0,en
Korso,drama,2014,0.19,5.4,5,83.0,en
Nocturna,animation,2007,1.76,5.5,18,80.0,en
Patton Oswalt: Finest Hour,comedy,2011,0.13,8.0,3,59.0,en
The Woman in Black 2: Angel of Death,drama horror thriller,2014,6.94,5.0,389,90.0,en
Dealin' with Idiots,comedy,2013,1.37,5.0,12,86.0,en
Fight for Your Right Revisited,comedy music,2011,5.18,6.7,16,30.0,en
Busting,action crime drama,1974,0.8,7.7,6,92.0,en
Comes a Bright Day,romance thriller,2012,4.95,5.4,18,91.0,en
Johan Falk: GSI - Gruppen för särskilda insatser,action thriller,2009,1.65,7.2,12,113.0,en
Cheeky Girls,comedy drama,2008,1.23,5.5,8,97.0,de
Fresh Guacamole,animation,2012,4.41,7.6,46,2.0,en
Adam and Dog,animation drama,2013,1.31,6.8,20,16.0,en
Poolside,crime drama,2012,0.09,9.0,2,15.0,en
Jean-Luc Cinema Godard,documentary,2009,0.0,0.0,0,24.0,en
Tropico,fantasy music,2013,1.76,8.4,30,27.0,en
Soap and Water,comedy,1983,2.06,6.7,50,109.0,en
I due carabinieri,comedy,1984,0.17,5.9,20,0.0,it
My Sister and I,comedy,1987,0.13,8.0,2,110.0,it
Maledetto il giorno che t'ho incontrato,action adventure animation comedy crime documentary drama family fantasy foreign history horror music mystery romance science tv thriller war western,1992,1.1,6.4,28,,it
Man on High Heels,action,2014,1.06,6.7,22,125.0,ko
Sotto una buona stella,comedy,2014,3.47,5.9,74,0.0,it
Lullaby,drama,2014,1.68,5.3,20,117.0,en
The Hire: Chosen,action,2001,1.69,6.8,16,6.0,en
The Hire: Ambush,action,2001,0.91,6.7,17,6.0,en
Pasha,crime drama,1968,1.05,6.7,11,90.0,fr
The Gentleman from Epsom,comedy crime,1962,0.55,5.8,6,82.0,fr
Forbidden Kingdom,adventure fantasy mystery thriller,2014,5.65,4.9,71,127.0,ru
No Distance Left to Run,documentary,2010,0.35,6.9,7,104.0,en
Fear,thriller,1954,0.84,6.4,8,83.0,it
Manon of the Spring,drama,1952,0.5,6.9,4,225.0,fr
Danger Signal,crime drama thriller,1945,0.22,2.4,4,78.0,en
V,action adventure drama science,1983,3.33,6.9,32,197.0,en
Tarzan,action adventure animation family,2013,8.65,5.5,223,94.0,en
StreetDance 2,drama romance,2012,5.73,5.3,110,85.0,en
The Hungover Games,comedy,2014,6.13,4.3,148,86.0,en
Wrong Turn 5: Bloodlines,horror thriller,2012,10.56,4.7,225,91.0,en
A Cry in the Wild,drama family,1990,0.8,6.7,6,82.0,en
Tactical Force,action thriller,2011,3.02,5.1,37,91.0,en
