title,genre,rating,release_date,runtime,original_language
Never Back Down: No Surrender,Action Drama,6.8,2016,101.0,en
The Return of the Tall Blond Man with One Black Shoe,Comedy,6.8,1974,81.0,fr
Only the Strong,Action,6.8,1993,99.0,en
The Pink Panther Strikes Again,Comedy Mystery,6.8,1976,103.0,en
(Dis)Honesty: The Truth About Lies,Documentary,6.8,2015,90.0,en
Black Moon,Fantasy Science-Fiction,6.8,1975,100.0,fr
Black God: White Devil,Adventure Crime Drama Western,6.8,1964,120.0,pt
Stargate: Continuum,Adventure Science-Fiction,6.8,2008,98.0,en
The Parent Trap,Comedy Drama Family,6.8,1998,127.0,en
Who Can Kill a Child?,Horror Mystery Thriller,6.8,1976,107.0,es
Justice League vs. Teen Titans,Action Animation,6.8,2016,78.0,en
Zebraman,Action Comedy Foreign,6.8,2004,115.0,ja
Another Woman,Drama,6.8,1988,84.0,en
Spellbound,Comedy Horror Romance,6.8,2011,114.0,ko
The War of the Worlds,Horror Science-Fiction Thriller,6.8,1953,85.0,en
The Rose,Drama Music Romance,6.8,1979,125.0,en
Rise of the Footsoldier,Action Adventure Crime Drama Thriller,6.8,2007,119.0,en
Nicholas Nickleby,Action Adventure Drama Family,6.8,2002,132.0,en
Ambition,Science-Fiction,6.8,2014,6.0,en
Music Box,Crime Drama Romance Thriller,6.8,1989,124.0,en
Rio Grande,Western,6.8,1950,105.0,en
Brick,Drama Mystery,6.8,2005,110.0,en
Straight Time,Crime Drama,6.8,1978,114.0,en
Mad Love,Comedy Horror,6.8,1935,68.0,en
The Phantom Tollbooth,Adventure Animation Fantasy,6.8,1970,90.0,en
Broadcast News,Comedy Drama Romance,6.8,1987,133.0,en
Brigadoon,Fantasy Music Romance,6.8,1954,108.0,en
Veronica Guerin,Crime Drama Thriller,6.8,2003,98.0,en
The Bank Dick,Comedy,6.8,1940,72.0,en
Cyclo,Crime Drama,6.8,1995,123.0,vi
Big Jake,Western,6.8,1971,110.0,en
Ronin,Action Adventure Crime Thriller,6.8,1998,122.0,en
Mr. Brooks,Crime Drama Mystery Thriller,6.8,2007,120.0,en
The Emigrants,Adventure Drama,6.8,1971,191.0,sv
Page Eight,Drama Mystery Thriller,6.8,2011,99.0,en
Fearless,Drama,6.8,1993,122.0,en
Dalida,Drama Romance,6.8,2016,124.0,fr
Narc,Action Crime Drama Thriller,6.8,2002,105.0,en
Blackmail,Crime Drama Thriller,6.8,1929,84.0,en
Dirty Pretty Things,Crime Drama Thriller,6.8,2002,97.0,en
The Interview,Drama,6.8,1998,104.0,en
Clockers,Crime Drama Mystery,6.8,1995,128.0,en
Blue in the Face,Comedy,6.8,1995,83.0,en
Godzilla Against MechaGodzilla,Action Foreign Horror Science-Fiction,6.8,2002,88.0,ja
City of Women,Comedy Drama,6.8,1980,149.0,it
The Believer,Drama,6.8,2001,98.0,en
Warsaw 44,Drama History Romance War,6.8,2014,130.0,pl
Kundun,Drama,6.8,1997,134.0,en
Einstein and Eddington,Drama History,6.8,2008,90.0,en
Miss Pettigrew Lives for a Day,Comedy Drama Romance,6.8,2008,92.0,en
Something from Nothing: The Art of Rap,Documentary,6.8,2012,106.0,en
Guilty of Romance,Drama Horror Thriller,6.8,2011,144.0,ja
Audition,Drama Horror Mystery Thriller,6.8,1999,115.0,ja
The Edge,Action Adventure Drama,6.8,1997,117.0,en
The Star Maker,Drama Romance,6.8,1995,113.0,it
Bullet,Action Drama Thriller,6.8,1996,100.0,en
The Harder They Come,Crime Drama Music,6.8,1972,103.0,en
Attack,Action Drama War,6.8,1956,107.0,en
The Brothers Bloom,Adventure Comedy Drama Romance,6.8,2008,114.0,en
Summer Hours,Comedy Drama,6.8,2008,100.0,fr
Te3n,Drama Mystery Thriller,6.8,2016,136.0,hi
Death Note,Fantasy Mystery Thriller,6.8,2006,126.0,ja
Burn Notice: The Fall of Sam Axe,Comedy Crime Drama Mystery Thriller,6.8,2011,120.0,en
Gods and Monsters,Drama,6.8,1998,105.0,en
Stage Fright,Thriller,6.8,1950,110.0,en
Never Let Me Go,Drama Romance Science-Fiction,6.8,2010,104.0,en
Chak De! India,Drama,6.8,2007,153.0,hi
Henry: Portrait of a Serial Killer,Crime Drama Horror Thriller,6.8,1986,83.0,en
Asterix in Britain,Adventure Animation Comedy Family,6.8,1986,79.0,fr
ICHI,Action Adventure Drama History,6.8,2008,120.0,ja
Bright Star,Drama Romance,6.8,2009,119.0,en
Goemon,Action Drama Fantasy,6.8,2009,128.0,ja
Big Wednesday,Drama,6.8,1978,120.0,en
Michael Collins,Drama Thriller,6.8,1996,132.0,en
Compulsion,Crime Drama,6.8,1959,103.0,en
Richard III,Drama History,6.8,1955,161.0,en
Aaltra,Comedy Drama Foreign,6.8,2004,92.0,en
The Guard,Action Comedy Crime Thriller,6.8,2011,96.0,en
The Savages,Drama,6.8,2007,114.0,en
The Fountain,Adventure Drama Romance Science-Fiction,6.8,2006,96.0,en
Brain Damage,Comedy Horror,6.8,1988,86.0,en
Soylent Green,Mystery Science-Fiction Thriller,6.8,1973,97.0,en
84 Charing Cross Road,Drama Romance,6.8,1987,100.0,en
The Sunshine Boys,Comedy,6.8,1975,111.0,en
The Negotiator,Action Adventure Crime Drama Mystery Thriller,6.8,1998,140.0,en
Ladyhawke,Adventure Drama Fantasy Romance,6.8,1985,121.0,en
Mr. Arkadin,Crime Drama Mystery Thriller,6.8,1955,93.0,en
The Hornet's Nest,Documentary History War,6.8,2014,93.0,en
Armour of God,Action Adventure Comedy,6.8,1986,88.0,cn
Together,Comedy Drama Romance,6.8,2000,106.0,sv
Toy Story That Time Forgot,Animation Family,6.8,2014,22.0,en
Hard Eight,Drama Thriller,6.8,1996,96.0,en
The Best Man,Comedy Drama,6.8,1999,120.0,en
The Way Back,Adventure Drama History,6.8,2010,133.0,en
Experimenter,Drama History,6.8,2015,97.0,en
Mao's Last Dancer,Drama Romance,6.8,2009,117.0,en
Sweet and Lowdown,Comedy Drama,6.8,1999,95.0,en
Hell in the Pacific,Drama War,6.8,1968,103.0,en
Leviathan,Documentary,6.8,2012,87.0,en
A Zed & Two Noughts,Comedy Drama,6.8,1985,115.0,en
Go for It,Action Adventure Comedy,6.8,1983,107.0,it
Jesse Stone: Sea Change,Crime Drama Tv-Movie Thriller,6.8,2007,88.0,en
La Bamba,Drama Music,6.8,1987,108.0,en
Vexille,Action Animation Science-Fiction,6.8,2007,109.0,ja
Center Stage,Drama Music,6.8,2000,115.0,en
To Write Love on Her Arms,Drama Music,6.8,2015,118.0,en
Lost Horizon,Adventure Drama Fantasy Mystery,6.8,1937,97.0,en
Lawless,Crime Drama,6.8,2012,115.0,en
Female Agents,Action History Thriller War,6.8,2008,117.0,fr
Dikkenek,Comedy,6.8,2006,84.0,fr
The Parent Trap,Comedy Family,6.8,1961,129.0,en
All Star Superman,Action Adventure Animation,6.8,2011,76.0,en
Filth,Comedy Crime Drama,6.8,2013,97.0,en
Bedknobs and Broomsticks,Adventure Animation Comedy Family Fantasy Music,6.8,1971,117.0,en
Ravenous,Comedy Horror Thriller Western,6.8,1999,100.0,en
99 Homes,Drama,6.8,2014,112.0,en
The Body Snatcher,Horror Thriller,6.8,1945,77.0,en
Fantomas,Adventure Comedy Crime Fantasy,6.8,1964,99.0,fr
Citizen Ruth,Comedy Drama,6.8,1996,104.0,en
Two Days: One Night,Drama,6.8,2014,95.0,fr
The DUFF,Comedy Romance,6.8,2015,100.0,en
In the Company of Men,Comedy Drama,6.8,1997,97.0,en
The Gilded Cage,Comedy,6.8,2013,90.0,fr
Vera Drake,Crime Drama,6.8,2004,125.0,en
The Sweet Hereafter,Drama,6.8,1997,112.0,en
Aashiqui 2,Drama Romance,6.8,2013,132.0,hi
Tour de Pharmacy,Comedy Tv-Movie,6.8,2017,41.0,en
The Last Days of Disco,Comedy Drama Romance,6.8,1998,113.0,en
Gentleman's Agreement,Drama Romance,6.8,1947,118.0,en
Spanish Affair,Comedy Romance,6.8,2014,98.0,es
Big Eyes,Drama,6.8,2014,105.0,en
Grand Canyon,Drama,6.8,1991,134.0,en
The Big Chill,Comedy Drama,6.8,1983,105.0,en
Fletch,Comedy Crime Mystery,6.8,1985,98.0,en
The Last Wave,Drama Mystery Thriller,6.8,1977,106.0,en
Unbeatable,Action Drama,6.8,2013,122.0,cn
Strange Days,Crime Drama Science-Fiction Thriller,6.8,1995,145.0,en
Camille,Drama Romance,6.8,1936,109.0,en
Maggie Simpson in The Longest Daycare,Animation Comedy,6.8,2012,5.0,en
Mower Minions,Animation Comedy,6.8,2016,4.0,en
Tini: The New Life of Violetta,Comedy Drama Music,6.8,2016,95.0,es
Monsoon Wedding,Comedy Drama Romance,6.8,2001,114.0,hi
Monkey Business,Comedy Romance,6.8,1952,97.0,en
The Rocket,Drama,6.8,2013,96.0,lo
The Revenge of Frankenstein,Horror Science-Fiction,6.8,1958,89.0,en
Piku,Comedy Drama,6.8,2015,123.0,hi
Heaven,Crime Drama Romance Thriller,6.8,2002,96.0,en
Son of Batman,Action Adventure Animation,6.8,2014,74.0,en
Rabbit Hole,Drama,6.8,2010,91.0,en
The One-Armed Swordsman,Action,6.8,1967,111.0,zh
Near Dark,Drama Horror Thriller,6.8,1987,95.0,en
Fear Over the City,Action Crime Drama,6.8,1975,125.0,fr
Spike Island,Comedy Drama Music,6.8,2012,96.0,en
Belle and Sebastian: The Adventure Continues,Adventure Family,6.8,2015,97.0,fr
Sleeping Beauty,Animation Family Fantasy Romance,6.8,1959,75.0,en
Johnny Mad Dog,Drama History War,6.8,2008,97.0,en
A Conspiracy of Faith,Crime Drama Mystery Thriller,6.8,2016,112.0,da
Achilles and the Tortoise,Comedy Drama,6.8,2008,119.0,ja
Taxi,Comedy Documentary Drama,6.8,2015,82.0,fa
Heaven Knows: Mr. Allison,Adventure Drama War,6.8,1957,108.0,en
Human Traffic,Comedy Drama,6.8,1999,99.0,en
Max,Adventure Drama Family,6.8,2015,111.0,en
Battle Angel,Action Animation Crime,6.8,1993,54.0,ja
Winter's Bone,Drama,6.8,2010,100.0,en
The Big Kahuna,Comedy Drama,6.8,2000,90.0,en
Panic,Comedy Crime Drama,6.8,2000,88.0,en
The Lost Boys,Comedy Horror,6.8,1987,97.0,en
Beasts of the Southern Wild,Drama Fantasy,6.8,2012,93.0,en
The Monster Squad,Action Comedy Fantasy Horror Science-Fiction,6.8,1987,82.0,en
You Can Count on Me,Drama Romance,6.8,2000,111.0,en
The Coast Guard,Drama Thriller,6.8,2002,96.0,ko
The Crimson Rivers,Crime Mystery Thriller,6.8,2000,106.0,fr
The Ruling Class,Comedy Drama,6.8,1972,154.0,en
The Horse Soldiers,War Western,6.8,1959,115.0,en
Jack and the Cuckoo-Clock Heart,Adventure Animation Drama Fantasy Romance,6.8,2013,94.0,fr
Patriots Day,Crime Drama Thriller,6.8,2016,133.0,en
A Wolf at the Door,Drama Thriller,6.8,2013,100.0,pt
Courageous,Drama,6.8,2011,129.0,en
October Baby,Drama,6.8,2011,107.0,en
Batman vs. Robin,Action Adventure Animation,6.8,2015,72.0,en
Highlander,Action Adventure Fantasy,6.8,1986,116.0,en
Faults,Drama Thriller,6.8,2014,93.0,en
The Accused,Drama,6.8,1988,111.0,en
Gridlock'd,Comedy Crime Drama,6.8,1997,91.0,en
Jim Jefferies: I Swear to God,Comedy,6.8,2009,58.0,en
Emperor of the North,Action Adventure Drama Thriller,6.8,1973,118.0,en
Sisters,Horror Thriller,6.8,1973,93.0,en
Jesus of Montreal,Drama,6.8,1989,119.0,fr
Manhunter,Crime Horror Thriller,6.8,1986,119.0,en
The Big Red One,Drama War,6.8,1980,113.0,en
Lone Wolf and Cub: Baby Cart in the Land of Demons,Action,6.8,1973,89.0,ja
Project Nim,Documentary,6.8,2011,93.0,en
The Diary of a Teenage Girl,Drama Romance,6.8,2015,98.0,en
Payback: Straight Up,Action Crime Drama,6.8,2006,90.0,en
Mr Hublot,Animation Comedy Family Fantasy,6.8,2013,11.0,fr
Baazigar,Crime Thriller,6.8,1993,181.0,hi
4th Man Out,Comedy,6.8,2016,86.0,en
Fearless Hyena,Action Comedy,6.8,1979,92.0,cn
Goodbye Mr. Loser,Comedy Romance,6.8,2015,104.0,zh
The Central Park Five,Documentary,6.8,2012,119.0,en
Lamb,Drama,6.8,2016,93.0,en
Kiss Me Kate,Music,6.8,1953,109.0,en
Owning Mahowny,Crime Drama Thriller,6.8,2003,104.0,en
Whores' Glory,Documentary,6.8,2011,110.0,de
The Unsaid,Thriller,6.8,2001,111.0,en
Fasten Your Seatbelts,Comedy Drama,6.8,2014,110.0,it
Sister,Drama,6.8,2012,100.0,fr
Winter in Wartime,Drama History War,6.8,2008,103.0,nl
Boris - Il film,Comedy,6.8,2011,108.0,it
Dragon Ball: Episode of Bardock,Action Adventure Animation,6.8,2011,20.0,ja
Indignation,Drama,6.8,2016,110.0,en
Dragon Ball Z: Resurrection 'F',Action Adventure Animation Fantasy,6.8,2015,93.0,ja
Saturn in Opposition,Drama,6.8,2007,110.0,it
Tallulah,Comedy Drama Romance,6.8,2016,111.0,en
Journey to the West: Conquering the Demons,Action Adventure Comedy Fantasy,6.8,2013,110.0,zh
The Search for General Tso,Documentary,6.8,2014,71.0,en
The Place Beyond the Pines,Crime Drama,6.8,2013,140.0,en
Once Upon a Time in Mumbaai,Crime Drama Thriller,6.8,2010,135.0,en
Kingsglaive: Final Fantasy XV,Action Adventure Animation Drama Fantasy Science-Fiction,6.8,2016,115.0,ja
The Brave Little Toaster to the Rescue,Animation Comedy Family Fantasy,6.8,1997,74.0,en
Avanti!,Comedy Drama Romance,6.8,1972,140.0,en
Small Fry,Animation Family,6.8,2011,7.0,en
Dheepan,Crime Drama,6.8,2015,115.0,fr
To Live and Die in L.A.,Action Crime Thriller,6.8,1985,116.0,en
Architecture 101,Comedy Romance,6.8,2012,118.0,ko
Saw,Crime Horror Thriller,6.8,2003,9.0,en
Our Children,Drama,6.8,2012,111.0,fr
Robot & Frank,Comedy Crime Drama Science-Fiction,6.8,2012,85.0,en
Meet the Patels,Comedy Documentary Romance,6.8,2015,88.0,en
The Gendarme of St. Tropez,Comedy,6.8,1964,89.0,fr
Chitty Chitty Bang Bang,Adventure Comedy Family Fantasy Music,6.8,1968,144.0,en
Entre Abelhas,Comedy Drama,6.8,2015,77.0,pt
Safety Not Guaranteed,Comedy Drama Romance Science-Fiction,6.8,2012,85.0,en
My All American,Drama,6.8,2015,118.0,en
Outer Space,Horror,6.8,1999,10.0,en
Entr'acte,Comedy Fantasy,6.8,1924,22.0,fr
Radio,Drama,6.8,2003,109.0,en
Turbo Kid,Action Adventure Comedy Science-Fiction,6.8,2015,95.0,en
I,Action Romance Thriller,6.8,2015,170.0,ta
A Christmas Detour,Comedy Romance Tv-Movie,6.8,2015,84.0,en
Chicken with Plums,Comedy Drama,6.8,2011,93.0,fr
The Damned,Drama,6.8,1969,156.0,it
Kundo: Age of the Rampant,Action Drama,6.8,2014,137.0,ko
Kiss of the Spider Woman,Drama,6.8,1985,120.0,en
Wilbur Wants to Kill Himself,Comedy Drama Romance,6.8,2002,111.0,da
Retribution,Thriller,6.8,2015,100.0,es
Open Hearts,Drama Romance,6.8,2002,113.0,da
Faust,Drama Fantasy,6.8,2011,140.0,de
Madly in Love,Comedy,6.8,1981,100.0,it
Les Petits princes,Comedy Drama,6.8,2013,0.0,fr
Mallrats,Comedy Romance,6.8,1995,94.0,en
Distant Voices: Still Lives,Drama,6.8,1988,84.0,en
Tommy Boy,Comedy,6.8,1995,97.0,en
Bill Burr: Walk Your Way Out,Comedy,6.8,2017,77.0,en
Le Havre,Comedy Drama,6.8,2011,93.0,fr
The Importance of Being Earnest,Comedy Drama History Romance,6.8,2002,97.0,en
Calamity Jane,Action Music Western,6.8,1953,101.0,en
Kika,Comedy Drama,6.8,1993,117.0,es
I Am Ali,Documentary,6.8,2014,111.0,en
Hansel & Gretel,Drama Fantasy Horror,6.8,2007,117.0,ko
Alphaville,Drama Mystery Science-Fiction,6.8,1965,100.0,fr
Angus,Comedy Drama Family Romance,6.8,1995,90.0,en
Another Earth,Drama Science-Fiction,6.8,2011,92.0,en
Killers,Action Crime Drama Thriller,6.8,2014,137.0,ja
Big Night,Drama,6.8,1996,107.0,en
Swingers,Comedy Romance,6.8,1996,94.0,en
The Water Diviner,Drama War,6.8,2014,112.0,en
A Home at the End of the World,Drama Romance,6.8,2004,96.0,en
The People vs. Larry Flynt,Drama,6.8,1996,129.0,en
The One I Love,Comedy Drama Romance,6.8,2014,91.0,en
The Set-Up,Crime Drama,6.8,1949,73.0,en
God Help the Girl,Comedy Drama Music,6.8,2014,111.0,en
Dressed to Kill,Crime Drama Mystery Thriller,6.8,1946,72.0,en
Kids,Crime Drama,6.8,1995,91.0,en
Desperado,Action Crime Thriller,6.8,1995,104.0,en
The Stanford Prison Experiment,Drama Thriller,6.8,2015,122.0,en
Far from the Madding Crowd,Drama Romance,6.8,2015,119.0,en
Flight Crew,Action Drama,6.8,2016,138.0,ru
Kevin Hart: What Now ?,Comedy,6.8,2016,96.0,en
Steve Jobs,Drama History,6.8,2015,122.0,en
Scooby-Doo! and the Loch Ness Monster,Animation Comedy Family,6.8,2004,74.0,en
Boychoir,Drama,6.8,2014,106.0,en
How to Make Money Selling Drugs,Documentary,6.8,2012,96.0,en
Panfilov's 28 Men,Action Drama History War,6.8,2016,105.0,ru
Wake Up Sid,Comedy Drama Foreign Romance,6.8,2009,138.0,hi
Before I Fall,Drama Mystery Thriller,6.8,2017,98.0,en
Houseboat,Comedy Drama Family Romance,6.8,1958,110.0,en
Woman on the Run,Crime Drama,6.8,1950,77.0,en
Under the Sea 3D,Documentary,6.8,2009,41.0,en
Deep Web,Documentary,6.8,2015,90.0,en
The Mechanic,Action Crime Thriller,6.8,1972,100.0,en
Into the Inferno,Documentary,6.8,2016,104.0,en
Secretary,Comedy Drama Romance,6.8,2002,104.0,en
Lucid Dream,Science-Fiction Thriller,6.8,2017,101.0,ko
24 Hour Party People,Comedy Drama,6.8,2002,117.0,en
Twins of Evil,Horror,6.8,1971,87.0,en
The Golden Dream,Drama,6.8,2013,110.0,es
Bottle Rocket,Comedy Crime Drama,6.8,1996,91.0,en
My Sweet Pepper Land,Drama,6.8,2014,100.0,ku
Saboteur,Thriller War,6.8,1942,108.0,en
Quills,Drama,6.8,2000,124.0,en
Rhapsody in August,Comedy Drama Foreign,6.8,1991,98.0,ja
The Road,Adventure Drama,6.8,2009,111.0,en
Brotherhood of Blades,Action Drama Romance,6.8,2014,111.0,zh
Jeff Dunham: Arguing with Myself,Comedy,6.8,2006,76.0,en
Life Is a Long Quiet River,Comedy,6.8,1988,90.0,fr
The Tortoise and the Hare,Animation,6.8,1935,9.0,en
Angel-A,Comedy Drama Fantasy Romance,6.8,2005,91.0,fr
Crime Busters,Action Comedy,6.8,1977,110.0,it
The Secret Life of Words,Drama Romance,6.8,2005,112.0,en
The Death of Mr. Lazarescu,Comedy Drama,6.8,2005,150.0,ro
Pusher,Action Crime Drama Thriller,6.8,1996,105.0,da
The Protector,Action Crime Drama Thriller,6.8,2005,108.0,th
Shutter,Fantasy Horror Mystery Thriller,6.8,2004,97.0,th
The Trial of Joan of Arc,Drama History,6.8,1962,65.0,fr
L’argent,Crime Drama,6.8,1983,85.0,fr
1944,Drama War,6.8,2015,100.0,et
Water Drops on Burning Rocks,Drama Romance,6.8,2000,90.0,fr
A Love Song for Bobby Long,Drama,6.8,2004,119.0,en
The Wind,Drama Romance Western,6.8,1928,95.0,en
Nowitzki: The Perfect Shot,Documentary,6.8,2014,106.0,en
Yossi,Drama Romance,6.8,2012,84.0,he
With Every Heartbeat,Drama Romance,6.8,2011,107.0,sv
9th Company,Action Drama History War,6.8,2005,139.0,ru
Rumble Fish,Action Adventure Crime Drama Romance,6.8,1983,94.0,en
The Decline of the American Empire,Comedy Drama,6.8,1986,101.0,fr
The Year of Living Dangerously,Drama Romance War,6.8,1982,115.0,en
Flash Point,Action,6.8,2007,88.0,zh
Fracchia The Human Beast,Action Comedy Drama Family Thriller,6.8,1981,99.0,it
3 Women,Drama,6.8,1977,124.0,en
Fantasmagorie,Animation,6.8,1908,2.0,fr
Pirates of Silicon Valley,Documentary Drama,6.8,1999,97.0,en
Dogma,Adventure Comedy Fantasy,6.8,1999,130.0,en
Return to the 36th Chamber,Action,6.8,1980,99.0,zh
11:14,Crime Drama Thriller,6.8,2003,86.0,en
Look Who's Back,Comedy,6.8,2015,116.0,de
Dr. Jekyll and Mr. Hyde,Drama Horror Science-Fiction,6.8,1920,67.0,en
The Raven,Crime Horror,6.8,1935,61.0,en
Fort Apache,Western,6.8,1948,125.0,en
Cashback,Comedy Drama Romance,6.8,2006,102.0,en
The Man from Laramie,Western,6.8,1955,104.0,en
The Ultimate Gift,Drama Family Romance,6.8,2006,114.0,en
Where Hope Grows,Drama,6.8,2014,95.0,en
The Boss of It All,Comedy,6.8,2006,95.0,da
Two Lovers and a Bear,Drama Romance,6.8,2016,96.0,en
Passport to Pimlico,Comedy,6.8,1949,84.0,en
The Ipcress File,Thriller,6.8,1965,109.0,en
Riki-Oh: The Story of Ricky,Action Comedy Thriller,6.8,1991,90.0,cn
Our Day Will Come,Comedy Drama,6.8,2010,90.0,fr
Café de Flore,Drama Romance,6.8,2011,120.0,fr
Whatcha Wearin'?,Comedy Drama Romance,6.8,2012,114.0,ko
A Ghost Story,Drama Fantasy Romance,6.8,2017,92.0,en
Teorema,Drama Mystery,6.8,1968,98.0,it
Cannibal! The Musical,Comedy History Horror,6.8,1993,97.0,en
Quo vado?,Comedy,6.8,2016,86.0,it
Woodlawn,Drama,6.8,2015,123.0,en
Comet,Comedy Drama Romance Science-Fiction,6.8,2014,91.0,en
Fight Back to School,Action Comedy Foreign,6.8,1991,100.0,cn
The Fourth Man,Crime Drama Horror Mystery Romance Thriller,6.8,1983,102.0,nl
The Treatment,Mystery Thriller,6.8,2014,131.0,nl
Silver Streak,Comedy Crime Romance Thriller,6.8,1976,114.0,en
Stromboli,Drama,6.8,1950,105.0,it
Farewell: My Lovely,Crime Mystery Thriller,6.8,1975,95.0,en
Dracula Has Risen from the Grave,Horror,6.8,1968,92.0,en
Hard Candy,Drama Thriller,6.8,2005,103.0,en
Fando and Lis,Fantasy,6.8,1968,93.0,es
Dead or Alive 2: Birds,Crime Drama Thriller,6.8,2000,97.0,ja
Animal Farm,Animation Comedy Drama,6.8,1954,72.0,en
Compagni di scuola,Comedy Drama,6.8,1988,0.0,it
This Sporting Life,Drama,6.8,1963,134.0,en
Angels in America,Drama Fantasy,6.8,2003,352.0,en
Love Me No More,Thriller,6.8,2008,85.0,fr
Appleseed,Action Animation Science-Fiction,6.8,2004,101.0,ja
I Married a Witch,Comedy Fantasy Horror,6.8,1942,77.0,en
Save the Green Planet!,Comedy Drama Horror Science-Fiction,6.8,2003,118.0,ko
Call Northside 777,Crime Drama,6.8,1948,111.0,en
The Brave Little Toaster,Adventure Animation Comedy Family Fantasy Music,6.8,1987,90.0,en
Russian Dolls,Comedy Drama Romance,6.8,2005,129.0,fr
Somebody Up There Likes Me,Drama,6.8,1956,113.0,en
Lost and Delirious,Drama Romance,6.8,2001,103.0,en
The Agony and the Ecstasy,Drama,6.8,1965,138.0,en
Dearest Relatives: Poisonous Relations,Comedy,6.8,1992,105.0,it
Dragon Ball Z: Bojack Unbound,Action Animation,6.8,1993,50.0,ja
Inside Deep Throat,Documentary History,6.8,2005,92.0,en
El Cid,Action Drama History Romance War,6.8,1961,182.0,en
A Scanner Darkly,Animation Science-Fiction Thriller,6.8,2006,100.0,en
The Great Raid,Action History War,6.8,2005,132.0,en
The Jacket,Drama Fantasy Mystery Thriller,6.8,2005,103.0,en
The Spectacular Now,Comedy Drama Romance,6.8,2013,95.0,en
The 7th Voyage of Sinbad,Action Adventure Family Fantasy,6.8,1958,88.0,en
Cabiria,Drama History,6.8,1914,148.0,it
Crazy Heart,Drama Music Romance,6.8,2009,112.0,en
Polytechnique,Crime Drama,6.8,2009,77.0,fr
Looking for Mr. Goodbar,Drama Thriller,6.8,1977,135.0,en
Flame & Citron,Crime Drama History War,6.8,2008,130.0,da
The Monster,Comedy,6.8,1994,112.0,it
Hangmen Also Die!,Drama History Thriller War,6.8,1943,134.0,en
Sacco & Vanzetti,Crime Drama History,6.8,1971,120.0,en
The Mummy,Horror,6.8,1959,86.0,en
The Thirteenth Floor,Mystery Science-Fiction Thriller,6.8,1999,100.0,en
Man Hunt,Drama Thriller War,6.8,1941,105.0,en
Brothers,Drama Thriller War,6.8,2009,104.0,en
Black Sunday,Action Drama Thriller,6.8,1977,143.0,en
The Wedding Banquet,Comedy Drama Romance,6.8,1993,109.0,zh
Alexander Nevsky,Drama History War,6.8,1938,112.0,ru
Three Little Pigs,Animation,6.8,1933,8.0,en
Two Men in Town,Crime Drama,6.8,1973,100.0,fr
Whatever Works,Comedy Romance,6.8,2009,92.0,en
The Wing or the Thigh,Comedy,6.8,1976,104.0,fr
Dead of Night,Comedy Horror Mystery Thriller,6.8,1945,103.0,en
Northfork,Drama Fantasy Science-Fiction,6.8,2003,103.0,en
Amanda Knox,Documentary,6.7,2016,92.0,en
The First Grader,Drama Romance,6.7,2010,103.0,en
Wing Chun,Action Comedy Romance,6.7,1994,93.0,cn
Smoke & Mirrors,History Thriller,6.7,2016,123.0,es
The Road to Guantanamo,Documentary Drama,6.7,2006,95.0,en
Those People,Drama Romance,6.7,2015,89.0,en
An Inconvenient Truth,Documentary,6.7,2006,100.0,en
I Am a Hero,Action Fantasy Horror Science-Fiction,6.7,2015,126.0,ja
A Goofy Movie,Adventure Animation Comedy Family Romance,6.7,1995,78.0,en
Scooby-Doo! Pirates Ahoy!,Animation Comedy Family Mystery,6.7,2006,80.0,en
Nine to Five,Comedy,6.7,1980,110.0,en
Dust Devil,Horror Mystery Thriller,6.7,1992,103.0,en
Ten Inch Hero,Comedy Drama Romance,6.7,2007,97.0,en
Dillinger,Action Crime Drama,6.7,1973,107.0,en
Dragon Ball Z: Cooler's Revenge,Action Adventure Animation,6.7,1991,48.0,ja
The Barbarian Invasions,Comedy Crime Drama,6.7,2003,99.0,fr
Wild Bill,Drama,6.7,2011,98.0,en
Death Note: The Last Name,Fantasy Mystery Thriller,6.7,2006,141.0,ja
Pokémon: Arceus and the Jewel of Life,Animation Family,6.7,2009,94.0,ja
Water,Drama Foreign Romance,6.7,2005,115.0,en
Ragtime,Drama,6.7,1981,155.0,en
Keane,Drama,6.7,2004,90.0,en
This Is It,Documentary Music,6.7,2009,111.0,en
Jeff Dunham: Spark of Insanity,Comedy,6.7,2007,80.0,en
Mississippi Mermaid,Crime Drama Romance,6.7,1969,123.0,fr
The Fits,Drama,6.7,2016,71.0,en
Talaash,Crime Drama Thriller,6.7,2012,149.0,hi
Escape to Victory,Action Drama,6.7,1981,116.0,en
2:37,Drama,6.7,2006,91.0,en
Man of the East,Action Comedy Western,6.7,1972,115.0,it
Invincible,Drama,6.7,2006,105.0,en
Iron Jawed Angels,Drama,6.7,2004,125.0,en
Born into Brothels,Documentary,6.7,2004,85.0,en
Ju-on: The Grudge,Horror,6.7,2002,92.0,ja
Defiance,Action Drama History War,6.7,2008,137.0,en
No Tears for the Dead,Action Thriller,6.7,2014,116.0,ko
Hobson's Choice,Comedy Drama,6.7,1954,107.0,en
Siberian Education,Crime Drama,6.7,2013,110.0,it
Things to Do in Denver When You're Dead,Crime Drama,6.7,1995,116.0,en
Husbands and Wives,Comedy Drama Romance,6.7,1992,108.0,en
Lassie,Adventure Drama Family,6.7,2005,100.0,en
Tetro,Drama Mystery,6.7,2009,127.0,en
Gertie the Dinosaur,Animation Comedy,6.7,1914,12.0,en
Beyond the Clouds,Drama Romance,6.7,1995,112.0,fr
